Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 19	797.381	160	9.23734	0.76268	8.47466	0	0.0786386	0.921361	0		0.885219	0.0242461	0.0880973	0.00243811	0.181166	0.00967392	0.295545	0.513615	
Seg 20	818.209	160	9.06408	0.564672	8.49941	0	0.059524	0.940476	0		0.886539	0.0240086	0.0869919	0.00246023	0.185725	0.00977378	0.294216	0.510285	
Seg 21	833.644	160	8.94211	0.424314	8.51779	0	0.0474495	0.95255	0		0.887471	0.023836	0.086215	0.00247774	0.189089	0.00984514	0.29323	0.507836	
Seg 22	848.88	160	8.82673	0.29075	8.53598	0	0.0329385	0.967061	0		0.888354	0.0236685	0.0854814	0.00249594	0.192397	0.00991345	0.292254	0.505435	
Seg 23	863.927	160	8.71741	0.163423	8.55399	0	0.018746	0.981254	0		0.889192	0.0235057	0.0847877	0.00251479	0.195652	0.00997891	0.29129	0.503079	
Seg 24	878.796	160	8.61366	0.0418347	8.57183	0	0.0048566	0.995143	0		0.889987	0.0233475	0.0841309	0.00253426	0.198857	0.0100417	0.290337	0.500765	
Seg 25	893.599	160	8.57619	0	8.57619	0	0	1	0		0.199982	0.0100634	0.290001	0.499954	0.199982	0.0100634	0.290001	0.499954	
Seg 26	908.398	160	8.57322	0	8.57322	0	0	1	0		0.199982	0.0100634	0.290001	0.499954	0.199982	0.0100634	0.290001	0.499954	
Seg 27	923.192	160	8.57027	0	8.57027	0	0	1	0		0.199982	0.0100634	0.290001	0.499954	0.199982	0.0100634	0.290001	0.499954	
Seg 28	937.981	160	8.56733	0	8.56733	0	0	1	0		0.199982	0.0100634	0.290001	0.499954	0.199982	0.0100634	0.290001	0.499954	
Seg 29	952.764	160	8.56441	0	8.56441	0	0	1	0		0.199982	0.0100634	0.290001	0.499954	0.199982	0.0100634	0.290001	0.499954	
Seg 30	967.543	160	8.5615	0	8.5615	0	0	1	0		0.199982	0.0100634	0.290001	0.499954	0.199982	0.0100634	0.290001	0.499954	


92.4986   	300       	160       	73.0144   	6992.28   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	22.4101	14.5739	7.83625	0	0.650326	0.349674	0		0.801829	0.0311422	0.164208	0.0028211	0.0654519	0.0053581	0.318119	0.611071	
Seg 1	338.052	160	19.8138	11.9151	7.89862	0	0.583411	0.416589	0		0.815911	0.0306571	0.150768	0.00266449	0.0747303	0.0058819	0.318314	0.601074	
Seg 2	372.957	160	17.9545	10.0033	7.95114	0	0.538107	0.461893	0		0.826603	0.0301625	0.140676	0.00255858	0.0831927	0.00632356	0.317832	0.592652	
Seg 3	405.489	160	16.5438	8.54663	7.99719	0	0.49706	0.50294	0		0.835089	0.0296788	0.132748	0.00248414	0.091032	0.0067046	0.316977	0.585287	
Seg 4	436.168	160	15.4288	7.39007	8.03872	0	0.459251	0.540749	0		0.842043	0.0292133	0.126313	0.0024308	0.0983789	0.00703908	0.315903	0.578679	
Seg 5	465.353	160	14.5202	6.44324	8.07693	0	0.424088	0.575912	0		0.847882	0.0287686	0.120957	0.00239244	0.105325	0.00733662	0.314697	0.572641	
Seg 6	493.309	160	13.7622	5.64961	8.11259	0	0.391139	0.608861	0		0.852876	0.0283447	0.116414	0.00236521	0.111938	0.00760408	0.313409	0.567049	
Seg 7	520.233	160	13.1181	4.97179	8.14626	0	0.360077	0.639923	0		0.857213	0.0279409	0.112499	0.00234654	0.118269	0.00784659	0.312069	0.561816	
Seg 8	546.279	160	12.5623	4.38398	8.17834	0	0.33065	0.66935	0		0.861025	0.027556	0.109084	0.00233465	0.124356	0.00806801	0.310698	0.556878	
Seg 9	571.566	160	12.0769	3.86775	8.20911	0	0.302656	0.697344	0		0.86441	0.0271888	0.106073	0.00232827	0.130232	0.00827139	0.309309	0.552188	
Seg 10	596.193	160	11.6483	3.40951	8.23881	0	0.275931	0.724069	0		0.867441	0.0268381	0.103394	0.00232647	0.135921	0.00845913	0.307911	0.54771	
Seg 11	620.238	160	11.2667	2.99905	8.26761	0	0.250341	0.749659	0		0.870175	0.0265026	0.100994	0.00232855	0.141444	0.0086332	0.306509	0.543414	
Seg 12	643.77	160	10.9241	2.62848	8.29565	0	0.225775	0.774225	0		0.872656	0.0261813	0.0988291	0.00233396	0.146819	0.0087952	0.305109	0.539277	
Seg 13	666.834	160	10.6148	2.2917	8.32306	0	0.202423	0.797577	0		0.874918	0.0258731	0.0968661	0.00234228	0.152057	0.00894641	0.303714	0.535282	
Seg 14	689.469	160	10.3338	1.98395	8.34987	0	0.180385	0.819615	0		0.876991	0.0255774	0.0950782	0.00235317	0.157171	0.00908792	0.302327	0.531415	
Seg 15	711.72	160	10.0773	1.70113	8.37619	0	0.158978	0.841022	0		0.878898	0.0252932	0.0934423	0.00236636	0.16217	0.0092207	0.300948	0.527661	
Seg 16	733.627	160	9.842	1.4399	8.4021	0	0.138134	0.861866	0		0.880659	0.0250196	0.0919396	0.00238163	0.167066	0.00934563	0.299578	0.52401	
Seg 17	755.224	160	9.62519	1.19754	8.42765	0	0.117793	0.882207	0		0.882291	0.024756	0.0905541	0.00239881	0.171867	0.00946343	0.298219	0.520451	
Seg 18	776.541	160	9.42466	0.971759	8.4529	0	0.0979051	0.902095	0		0.883808	0.0245016	0.0892728	0.00241776	0.176582	0.00957474	0.296869	0.516974	
Seg 19	797.606	160	9.23854	0.76065	8.47789	0	0.0784231	0.921577	0		0.885221	0.0242558	0.0880843	0.00243836	0.181217	0.0096801	0.29553	0.513573	
Seg 20	818.443	160	9.06526	0.562598	8.50266	0	0.0592979	0.940702	0		0.886542	0.0240182	0.0869793	0.00246051	0.185778	0.00978002	0.294201	0.510242	
Seg 21	833.885	160	8.94326	0.422197	8.52106	0	0.0472067	0.952793	0		0.887474	0.0238454	0.0862026	0.00247805	0.189143	0.00985142	0.293214	0.507792	
Seg 22	849.128	160	8.82786	0.288593	8.53927	0	0.0326899	0.96731	0		0.888357	0.0236778	0.0854691	0.00249627	0.192453	0.00991976	0.292238	0.50539	
Seg 23	864.183	160	8.71852	0.161227	8.55729	0	0.0184918	0.981508	0		0.889194	0.0235149	0.0847756	0.00251515	0.195709	0.00998526	0.291273	0.503033	
Seg 24	879.058	160	8.61475	0.0396035	8.57515	0	0.00459699	0.995403	0		0.88999	0.0233565	0.0841189	0.00253464	0.198915	0.0100481	0.290319	0.500718	
Seg 25	893.872	160	8.57912	0	8.57912	0	0	1	0		0.19998	0.0100686	0.290001	0.49995	0.19998	0.0100686	0.290001	0.49995	
Seg 26	908.681	160	8.57615	0	8.57615	0	0	1	0		0.19998	0.0100686	0.290001	0.49995	0.19998	0.0100686	0.290001	0.49995	
Seg 27	923.485	160	8.57319	0	8.57319	0	0	1	0		0.19998	0.0100686	0.290001	0.49995	0.19998	0.0100686	0.290001	0.49995	
Seg 28	938.284	160	8.57025	0	8.57025	0	0	1	0		0.19998	0.0100686	0.290001	0.49995	0.19998	0.0100686	0.290001	0.49995	
Seg 29	953.078	160	8.56733	0	8.56733	0	0	1	0		0.19998	0.0100686	0.290001	0.49995	0.19998	0.0100686	0.290001	0.49995	
Seg 30	967.867	160	8.56441	0	8.56441	0	0	1	0		0.19998	0.0100686	0.290001	0.49995	0.19998	0.0100686	0.290001	0.49995	


92.6343   	300       	160       	73.0108   	6991.91   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	22.4114	14.5748	7.83668	0	0.650327	0.349673	0		0.801827	0.031144	0.164208	0.0028211	0.0654517	0.00535841	0.318119	0.611071	
Seg 1	338.056	160	19.8146	11.9156	7.89902	0	0.583409	0.416591	0		0.81591	0.0306593	0.150767	0.00266448	0.0747309	0.00588238	0.318314	0.601073	
Seg 2	372.964	160	17.9551	10.0036	7.95154	0	0.538101	0.461899	0		0.826602	0.0301647	0.140674	0.00255856	0.0831939	0.00632409	0.317832	0.59265	
Seg 3	405.498	160	16.5444	8.54675	7.99761	0	0.497052	0.502948	0		0.835089	0.0296809	0.132746	0.00248412	0.0910337	0.00670519	0.316976	0.585285	
Seg 4	436.178	160	15.4292	7.3901	8.03914	0	0.45924	0.54076	0		0.842043	0.0292154	0.126311	0.00243079	0.098381	0.00703971	0.315903	0.578676	
Seg 5	465.366	160	14.5206	6.44322	8.07735	0	0.424075	0.575925	0		0.847882	0.0287705	0.120955	0.00239243	0.105328	0.00733727	0.314697	0.572638	
Seg 6	493.324	160	13.7626	5.64954	8.11301	0	0.391124	0.608876	0		0.852876	0.0283466	0.116412	0.0023652	0.111941	0.00760477	0.313408	0.567046	
Seg 7	520.25	160	13.1184	4.97169	8.14669	0	0.360061	0.639939	0		0.857213	0.0279427	0.112497	0.00234653	0.118272	0.0078473	0.312068	0.561812	
Seg 8	546.297	160	12.5626	4.38386	8.17877	0	0.330633	0.669367	0		0.861026	0.0275578	0.109082	0.00233464	0.124359	0.00806874	0.310697	0.556875	
Seg 9	571.586	160	12.0772	3.8676	8.20955	0	0.302638	0.697362	0		0.86441	0.0271906	0.106071	0.00232827	0.130235	0.00827213	0.309308	0.552185	
Seg 10	596.214	160	11.6486	3.40936	8.23925	0	0.275912	0.724088	0		0.867441	0.0268399	0.103392	0.00232647	0.135924	0.00845989	0.30791	0.547706	
Seg 11	620.261	160	11.2669	2.99888	8.26805	0	0.250322	0.749678	0		0.870175	0.0265043	0.100992	0.00232855	0.141448	0.00863397	0.306508	0.54341	
Seg 12	643.794	160	10.9244	2.6283	8.29609	0	0.225755	0.774245	0		0.872656	0.026183	0.0988274	0.00233396	0.146823	0.00879598	0.305108	0.539273	
Seg 13	666.86	160	10.615	2.29153	8.32349	0	0.202404	0.797596	0		0.874918	0.0258748	0.0968645	0.00234229	0.152062	0.00894721	0.303713	0.535278	
Seg 14	689.496	160	10.3341	1.98377	8.35031	0	0.180365	0.819635	0		0.876991	0.025579	0.0950766	0.00235318	0.157175	0.00908872	0.302325	0.531411	
Seg 15	711.748	160	10.0776	1.70095	8.37663	0	0.158958	0.841042	0		0.878898	0.0252948	0.0934409	0.00236637	0.162175	0.00922151	0.300946	0.527657	
Seg 16	733.656	160	9.84226	1.43972	8.40254	0	0.138113	0.861887	0		0.880659	0.0250212	0.0919382	0.00238165	0.167071	0.00934645	0.299577	0.524006	
Seg 17	755.255	160	9.62545	1.19736	8.4281	0	0.117773	0.882227	0		0.882291	0.0247576	0.0905528	0.00239883	0.171872	0.00946426	0.298217	0.520446	
Seg 18	776.574	160	9.42492	0.971574	8.45335	0	0.0978843	0.902116	0		0.883808	0.0245031	0.0892715	0.00241778	0.176587	0.00957557	0.296868	0.51697	
Seg 19	797.64	160	9.2388	0.760463	8.47834	0	0.0784021	0.921598	0		0.885221	0.0242574	0.0880831	0.00243838	0.181221	0.00968094	0.295529	0.513569	
Seg 20	818.477	160	9.06552	0.562406	8.50311	0	0.059276	0.940724	0		0.886542	0.0240197	0.0869781	0.00246054	0.185782	0.00978086	0.294199	0.510237	
Seg 21	833.921	160	8.94352	0.422005	8.52152	0	0.0471838	0.952816	0		0.887474	0.023847	0.0862014	0.00247808	0.189148	0.00985226	0.293212	0.507788	
Seg 22	849.165	160	8.82813	0.288401	8.53972	0	0.0326672	0.967333	0		0.888356	0.0236793	0.085468	0.0024963	0.192457	0.00992061	0.292236	0.505386	
Seg 23	864.221	160	8.71879	0.161036	8.55775	0	0.0184693	0.981531	0		0.889194	0.0235164	0.0847745	0.00251518	0.195714	0.00998611	0.291271	0.503029	
Seg 24	879.098	160	8.61502	0.0394135	8.57561	0	0.0045748	0.995425	0		0.889989	0.023358	0.0841179	0.00253467	0.19892	0.0100489	0.290317	0.500714	
Seg 25	893.913	160	8.57955	0	8.57955	0	0	1	0		0.19998	0.0100693	0.290001	0.49995	0.19998	0.0100693	0.290001	0.49995	
Seg 26	908.724	160	8.57657	0	8.57657	0	0	1	0		0.19998	0.0100693	0.290001	0.49995	0.19998	0.0100693	0.290001	0.49995	
Seg 27	923.529	160	8.57362	0	8.57362	0	0	1	0		0.19998	0.0100693	0.290001	0.49995	0.19998	0.0100693	0.290001	0.49995	
Seg 28	938.329	160	8.57068	0	8.57068	0	0	1	0		0.19998	0.0100693	0.290001	0.49995	0.19998	0.0100693	0.290001	0.49995	
Seg 29	953.125	160	8.56775	0	8.56775	0	0	1	0		0.19998	0.0100693	0.290001	0.49995	0.19998	0.0100693	0.290001	0.49995	
Seg 30	967.915	160	8.56483	0	8.56483	0	0	1	0		0.19998	0.0100693	0.290001	0.49995	0.19998	0.0100693	0.290001	0.49995	


93.041    	300       	160       	73.0222   	6992.99   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	22.4148	14.577	7.8378	0	0.650329	0.349671	0		0.801819	0.0311516	0.164208	0.0028211	0.0654511	0.00535972	0.318119	0.61107	
Seg 1	338.065	160	19.8171	11.9169	7.90022	0	0.583401	0.416599	0		0.815906	0.0306662	0.150764	0.00266444	0.0747326	0.00588385	0.318314	0.601069	
Seg 2	372.982	160	17.957	10.0043	7.95277	0	0.538084	0.461916	0		0.8266	0.0301713	0.14067	0.00255852	0.0831976	0.00632576	0.317831	0.592645	
Seg 3	405.523	160	16.5459	8.5471	7.99884	0	0.497026	0.502974	0		0.835088	0.0296873	0.132741	0.00248407	0.091039	0.006707	0.316976	0.585278	
Seg 4	436.21	160	15.4306	7.39018	8.04039	0	0.459207	0.540793	0		0.842043	0.0292216	0.126305	0.00243074	0.0983877	0.00704165	0.315902	0.578668	
Seg 5	465.404	160	14.5217	6.44312	8.07861	0	0.424036	0.575964	0		0.847882	0.0287765	0.120949	0.00239239	0.105336	0.00733932	0.314696	0.572629	
Seg 6	493.368	160	13.7636	5.6493	8.11429	0	0.391079	0.608921	0		0.852877	0.0283524	0.116405	0.00236516	0.11195	0.00760691	0.313407	0.567036	
Seg 7	520.299	160	13.1193	4.97134	8.14797	0	0.360012	0.639988	0		0.857214	0.0279484	0.112491	0.0023465	0.118282	0.00784952	0.312066	0.561802	
Seg 8	546.351	160	12.5635	4.38343	8.18006	0	0.330579	0.669421	0		0.861026	0.0275634	0.109076	0.00233462	0.124371	0.00807103	0.310695	0.556863	
Seg 9	571.645	160	12.078	3.8671	8.21085	0	0.302579	0.697421	0		0.864411	0.027196	0.106064	0.00232826	0.130248	0.00827448	0.309305	0.552173	
Seg 10	596.278	160	11.6494	3.4088	8.24056	0	0.27585	0.72415	0		0.867442	0.0268451	0.103386	0.00232647	0.135938	0.0084623	0.307906	0.547694	
Seg 11	620.329	160	11.2677	2.99828	8.26938	0	0.250256	0.749744	0		0.870176	0.0265095	0.100986	0.00232856	0.141462	0.00863643	0.306505	0.543397	
Seg 12	643.866	160	10.9251	2.62766	8.29743	0	0.225686	0.774314	0		0.872657	0.026188	0.0988213	0.00233399	0.146838	0.00879848	0.305104	0.539259	
Seg 13	666.936	160	10.6157	2.29085	8.32483	0	0.202335	0.797665	0		0.874919	0.0258797	0.0968585	0.00234232	0.152078	0.00894975	0.303709	0.535264	
Seg 14	689.576	160	10.3347	1.98307	8.35165	0	0.180293	0.819707	0		0.876992	0.0255839	0.0950708	0.00235322	0.157192	0.00909129	0.302321	0.531396	
Seg 15	711.833	160	10.0782	1.70021	8.37799	0	0.158882	0.841118	0		0.878899	0.0252996	0.0934351	0.00236643	0.162192	0.00922412	0.300941	0.527642	
Seg 16	733.744	160	9.84287	1.43896	8.40391	0	0.138035	0.861965	0		0.88066	0.0250259	0.0919325	0.00238171	0.167089	0.00934909	0.299572	0.52399	
Seg 17	755.347	160	9.62604	1.19657	8.42947	0	0.117691	0.882309	0		0.882292	0.0247621	0.0905473	0.00239891	0.171891	0.00946692	0.298212	0.52043	
Seg 18	776.669	160	9.4255	0.97077	8.45473	0	0.0977993	0.902201	0		0.883808	0.0245077	0.0892661	0.00241787	0.176607	0.00957826	0.296862	0.516953	
Seg 19	797.739	160	9.23937	0.759639	8.47973	0	0.0783141	0.921686	0		0.885222	0.0242618	0.0880779	0.00243848	0.181242	0.00968365	0.295522	0.513552	
Seg 20	818.58	160	9.06608	0.561559	8.50452	0	0.0591833	0.940817	0		0.886542	0.0240241	0.086973	0.00246066	0.185804	0.00978359	0.294193	0.51022	
Seg 21	834.027	160	8.94407	0.421142	8.52293	0	0.0470845	0.952916	0		0.887474	0.0238513	0.0861964	0.0024782	0.18917	0.00985501	0.293205	0.50777	
Seg 22	849.274	160	8.82867	0.287523	8.54114	0	0.0325658	0.967434	0		0.888357	0.0236835	0.085463	0.00249644	0.19248	0.00992338	0.292229	0.505367	
Seg 23	864.333	160	8.71932	0.160143	8.55918	0	0.0183658	0.981634	0		0.889194	0.0235206	0.0847696	0.00251532	0.195737	0.00998889	0.291264	0.50301	
Seg 24	879.213	160	8.61555	0.0385068	8.57704	0	0.00446929	0.995531	0		0.88999	0.0233622	0.0841131	0.00253483	0.198944	0.0100517	0.29031	0.500694	
Seg 25	894.033	160	8.58082	0	8.58082	0	0	1	0		0.199979	0.0100717	0.290001	0.499948	0.199979	0.0100717	0.290001	0.499948	
Seg 26	908.848	160	8.57785	0	8.57785	0	0	1	0		0.199979	0.0100717	0.290001	0.499948	0.199979	0.0100717	0.290001	0.499948	
Seg 27	923.658	160	8.57489	0	8.57489	0	0	1	0		0.199979	0.0100717	0.290001	0.499948	0.199979	0.0100717	0.290001	0.499948	
Seg 28	938.463	160	8.57194	0	8.57194	0	0	1	0		0.199979	0.0100717	0.290001	0.499948	0.199979	0.0100717	0.290001	0.499948	
Seg 29	953.262	160	8.56902	0	8.56902	0	0	1	0		0.199979	0.0100717	0.290001	0.499948	0.199979	0.0100717	0.290001	0.499948	
Seg 30	968.057	160	8.5661	0	8.5661	0	0	1	0		0.199979	0.0100717	0.290001	0.499948	0.199979	0.0100717	0.290001	0.499948	


94.258    	300       	160       	73.0511   	6995.55   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	22.4242	14.5833	7.84091	0	0.650337	0.349663	0		0.801795	0.0311749	0.164209	0.00282109	0.0654492	0.00536373	0.31812	0.611067	
Seg 1	338.091	160	19.8239	11.9205	7.90339	0	0.583383	0.416617	0		0.815891	0.0306888	0.150756	0.00266435	0.0747368	0.0058886	0.318315	0.601059	
Seg 2	373.029	160	17.9623	10.0063	7.95599	0	0.538039	0.461961	0		0.826591	0.0301932	0.140658	0.00255839	0.0832068	0.00633108	0.317831	0.592631	
Seg 3	405.591	160	16.5502	8.54806	8.00211	0	0.496959	0.503041	0		0.835081	0.0297086	0.132727	0.00248394	0.0910526	0.0067128	0.316975	0.58526	
Seg 4	436.295	160	15.4342	7.39046	8.0437	0	0.459122	0.540878	0		0.842038	0.0292422	0.126289	0.00243061	0.0984053	0.00704783	0.3159	0.578647	
Seg 5	465.505	160	14.5248	6.44289	8.08195	0	0.423933	0.576067	0		0.847879	0.0287967	0.120932	0.00239228	0.105357	0.00734583	0.314692	0.572605	
Seg 6	493.483	160	13.7664	5.6487	8.11766	0	0.390962	0.609038	0		0.852874	0.028372	0.116388	0.00236507	0.111975	0.00761371	0.313402	0.56701	
Seg 7	520.428	160	13.1218	4.97045	8.15138	0	0.359881	0.640119	0		0.857212	0.0279676	0.112474	0.00234643	0.118309	0.00785656	0.312061	0.561773	
Seg 8	546.494	160	12.5658	4.3823	8.18349	0	0.330436	0.669564	0		0.861025	0.0275821	0.109058	0.00233458	0.124401	0.00807829	0.310688	0.556833	
Seg 9	571.8	160	12.0801	3.8658	8.21431	0	0.302425	0.697575	0		0.86441	0.0272143	0.106047	0.00232824	0.13028	0.00828193	0.309297	0.55214	
Seg 10	596.445	160	11.6514	3.40734	8.24404	0	0.275686	0.724314	0		0.867441	0.0268631	0.103369	0.00232648	0.135973	0.00846992	0.307898	0.54766	
Seg 11	620.509	160	11.2696	2.99669	8.27288	0	0.250083	0.749917	0		0.870175	0.0265271	0.10097	0.00232859	0.1415	0.00864421	0.306495	0.543361	
Seg 12	644.057	160	10.9269	2.62596	8.30096	0	0.225504	0.774496	0		0.872656	0.0262052	0.0988052	0.00233405	0.146878	0.0088064	0.305094	0.539222	
Seg 13	667.138	160	10.6174	2.28907	8.32837	0	0.202152	0.797848	0		0.874918	0.0258967	0.0968427	0.00234241	0.15212	0.00895779	0.303697	0.535225	
Seg 14	689.789	160	10.3364	1.98121	8.35522	0	0.180102	0.819898	0		0.876991	0.0256005	0.0950553	0.00235334	0.157236	0.00909945	0.302308	0.531356	
Seg 15	712.055	160	10.0799	1.69828	8.38158	0	0.158683	0.841317	0		0.878898	0.0253159	0.09342	0.00236657	0.162238	0.00923239	0.300928	0.527601	
Seg 16	733.977	160	9.84449	1.43696	8.40752	0	0.137827	0.862173	0		0.880658	0.025042	0.0919178	0.00238189	0.167137	0.00935745	0.299558	0.523948	
Seg 17	755.589	160	9.62763	1.19452	8.43311	0	0.117475	0.882525	0		0.88229	0.024778	0.0905329	0.00239912	0.171941	0.00947537	0.298197	0.520386	
Seg 18	776.922	160	9.42705	0.968662	8.45839	0	0.0975762	0.902424	0		0.883807	0.0245233	0.089252	0.00241811	0.176658	0.00958679	0.296847	0.516908	
Seg 19	798.002	160	9.2409	0.757483	8.48342	0	0.0780834	0.921917	0		0.88522	0.0242772	0.0880641	0.00243876	0.181295	0.00969226	0.295506	0.513506	
Seg 20	818.853	160	9.06758	0.559355	8.50823	0	0.0589415	0.941059	0		0.88654	0.0240392	0.0869596	0.00246096	0.185859	0.00979227	0.294176	0.510172	
Seg 21	834.308	160	8.94555	0.418895	8.52666	0	0.0468255	0.953175	0		0.887472	0.0238662	0.0861832	0.00247853	0.189227	0.00986375	0.293188	0.507721	
Seg 22	849.564	160	8.83013	0.285236	8.54489	0	0.0323014	0.967699	0		0.888355	0.0236983	0.08545	0.0024968	0.192538	0.00993217	0.292212	0.505318	
Seg 23	864.631	160	8.72076	0.157819	8.56294	0	0.0180963	0.981904	0		0.889192	0.0235352	0.0847568	0.00251571	0.195797	0.00999773	0.291246	0.502959	
Seg 24	879.52	160	8.61697	0.0361478	8.58083	0	0.0041948	0.995805	0		0.889988	0.0233767	0.0841005	0.00253524	0.199005	0.0100606	0.290291	0.500643	
Seg 25	894.351	160	8.58419	0	8.58419	0	0	1	0		0.199977	0.0100793	0.290001	0.499943	0.199977	0.0100793	0.290001	0.499943	
Seg 26	909.178	160	8.58121	0	8.58121	0	0	1	0		0.199977	0.0100793	0.290001	0.499943	0.199977	0.0100793	0.290001	0.499943	
Seg 27	924	160	8.57825	0	8.57825	0	0	1	0		0.199977	0.0100793	0.290001	0.499943	0.199977	0.0100793	0.290001	0.499943	
Seg 28	938.816	160	8.57531	0	8.57531	0	0	1	0		0.199977	0.0100793	0.290001	0.499943	0.199977	0.0100793	0.290001	0.499943	
Seg 29	953.628	160	8.57237	0	8.57237	0	0	1	0		0.199977	0.0100793	0.290001	0.499943	0.199977	0.0100793	0.290001	0.499943	
Seg 30	968.434	160	8.56945	0	8.56945	0	0	1	0		0.199977	0.0100793	0.290001	0.499943	0.199977	0.0100793	0.290001	0.499943	


97.8836   	300       	160       	73.1236   	7001.62   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	22.4455	14.5979	7.84763	0	0.650369	0.349631	0		0.801699	0.0312687	0.164211	0.00282109	0.0654417	0.00537989	0.318124	0.611054	
Seg 1	338.149	160	19.8392	11.9289	7.91029	0	0.583359	0.416641	0		0.815814	0.0307805	0.150741	0.00266415	0.0747423	0.00590711	0.318319	0.601032	
Seg 2	373.136	160	17.9741	10.0111	7.96301	0	0.537957	0.462043	0		0.826526	0.0302828	0.140633	0.00255812	0.0832231	0.00635148	0.317833	0.592592	
Seg 3	405.74	160	16.5598	8.55061	8.00922	0	0.496828	0.503172	0		0.835024	0.0297961	0.132696	0.00248366	0.0910781	0.00673474	0.316974	0.585213	
Seg 4	436.483	160	15.4423	7.39143	8.05089	0	0.458949	0.541051	0		0.841986	0.0293278	0.126256	0.00243034	0.098439	0.0070711	0.315896	0.578593	
Seg 5	465.728	160	14.5319	6.44273	8.08921	0	0.423724	0.576276	0		0.84783	0.0288805	0.120897	0.00239204	0.105398	0.00737024	0.314686	0.572546	
Seg 6	493.739	160	13.7727	5.64769	8.12499	0	0.39072	0.60928	0		0.852828	0.0284542	0.116353	0.00236487	0.112023	0.00763911	0.313394	0.566945	
Seg 7	520.715	160	13.1275	4.96878	8.15877	0	0.359609	0.640391	0		0.857168	0.0280481	0.112438	0.00234628	0.118364	0.00788284	0.31205	0.561704	
Seg 8	546.81	160	12.5711	4.3801	8.19095	0	0.330138	0.669862	0		0.860982	0.0276612	0.109022	0.00233448	0.124461	0.00810536	0.310675	0.556759	
Seg 9	572.145	160	12.085	3.86317	8.22183	0	0.302103	0.697897	0		0.864368	0.027292	0.106011	0.00232819	0.130346	0.00830972	0.309282	0.552062	
Seg 10	596.817	160	11.656	3.40436	8.25162	0	0.275341	0.724659	0		0.8674	0.0269395	0.103334	0.00232649	0.136044	0.00849835	0.30788	0.547578	
Seg 11	620.906	160	11.2739	2.99341	8.28051	0	0.249717	0.750283	0		0.870135	0.0266022	0.100935	0.00232867	0.141576	0.00867323	0.306475	0.543276	
Seg 12	644.479	160	10.9311	2.62242	8.30864	0	0.225119	0.774881	0		0.872616	0.0262792	0.0987707	0.00233418	0.146959	0.00883596	0.305072	0.539133	
Seg 13	667.584	160	10.6214	2.28534	8.33609	0	0.201765	0.798235	0		0.874879	0.0259696	0.0968089	0.00234261	0.152206	0.00898785	0.303674	0.535133	
Seg 14	690.258	160	10.3403	1.97728	8.36299	0	0.179695	0.820305	0		0.876952	0.0256724	0.0950222	0.00235361	0.157327	0.00912996	0.302283	0.531261	
Seg 15	712.548	160	10.0836	1.69418	8.3894	0	0.158257	0.841743	0		0.878859	0.0253867	0.0933876	0.00236691	0.162333	0.00926332	0.300901	0.527502	
Seg 16	734.493	160	9.84811	1.43271	8.4154	0	0.137383	0.862617	0		0.88062	0.0251119	0.0918861	0.00238229	0.167236	0.00938878	0.299529	0.523846	
Seg 17	756.127	160	9.63116	1.19012	8.44104	0	0.117013	0.882987	0		0.882252	0.024847	0.0905019	0.00239959	0.172045	0.00950706	0.298166	0.520282	
Seg 18	777.481	160	9.43051	0.964137	8.46638	0	0.0970962	0.902904	0		0.883768	0.0245913	0.0892218	0.00241865	0.176766	0.00961883	0.296814	0.516801	
Seg 19	798.582	160	9.24429	0.752837	8.49146	0	0.0775855	0.922414	0		0.885182	0.0243444	0.0880346	0.00243937	0.181407	0.00972462	0.295472	0.513396	
Seg 20	819.455	160	9.07092	0.554583	8.51633	0	0.0584179	0.941582	0		0.886502	0.0241057	0.0869308	0.00246165	0.185975	0.00982493	0.294141	0.51006	
